Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Nickolas Goodnite,1.0,Always an excellent company to deal with,US,1,2022-04-13T14:59:13Z,Hot Shot's Secret
Clint,1.0,"Great products and great customer…

Great products and great customer service",US,1,2022-04-13T02:50:59Z,Hot Shot's Secret
Dale Pierce,1.0,"Gasoline Extreme is the best so far…

Gasoline Extreme is the best so far that I have tried.",US,1,2022-04-13T01:14:38Z,Hot Shot's Secret
Manuel Calo,1.0,"Great and fast service as well as great…

Great and fast service as well as great customer service focused solely on customer satisfaction. No complaints here. Great and reliable products.",US,5,2022-04-12T19:13:40Z,Hot Shot's Secret
Darius,0.8,"Used the gas combination

Used the gas combination, and noticed it within a day. I'd highly recommend this product!",US,1,2022-04-11T16:13:44Z,Hot Shot's Secret
Kody Jackson,1.0,"Great product

Great product, great prices.",US,3,2022-04-11T03:39:54Z,Hot Shot's Secret
Mark Hyden,1.0,Excellent product fast shipping thanks,US,2,2022-04-10T19:13:36Z,Hot Shot's Secret
Chad Kessinger,1.0,"I used the gasoline additive and…

I used the gasoline additive and noticed an increase in fuel milage of a half a mile per gallon",US,1,2022-04-09T05:19:12Z,Hot Shot's Secret
James Mance,1.0,"Won't run my diesel without Hot Shot's Secret!

I have a Range Rover Sport diesel and religiously use FR3 with each oil change and Every Day Diesel and Diesel Extreme in the fuel. Obvious improvement in performance and I won't run my vehicle without them. I intend to have this vehicle for many more years and Hot Shot's Secret products give peace of mind and are an economical way to help achieve that goal.",US,3,2022-04-08T21:41:57Z,Hot Shot's Secret
Larin,1.0,fantastic stuff that really works!,US,3,2022-04-08T18:44:05Z,Hot Shot's Secret
Phillip Chandler,1.0,"Now a believer

I have noticed a major difference in the operation performance of my truck since I started using your products, absolutely worth every penny. Millage has improved, temperatures are lower and the lab results show it as well",US,2,2022-04-08T17:25:32Z,Hot Shot's Secret
Christopher Glendenning,1.0,"Products are great shipping was…

Products are great shipping was fast(granted I'm only about an hour away) only issue I had was part of my order was for 2 everyday treatment 16oz squeeze bottles and 1 lx4 squeeze bottle and I received 3 everyday 16oz bottles and no lx4. Granted the everyday already has lx4 in it. Not sure if they where out of lx4 16oz squeeze or just an oversight? Either way i will still continue to order and use their products.",US,1,2022-04-08T16:55:16Z,Hot Shot's Secret
Joseph,1.0,"Forgot to order EDT on previous order…

Forgot to order EDT on previous order prior to this purchase. I have used hotshot products with great results. The EDT has cut down the number of regenerations my 2018 Sierra Duramax performs. This proves that engine runs cleaner and improves fuel milage.",US,5,2022-04-07T14:40:37Z,Hot Shot's Secret
Jerry Freels,1.0,Very good service and great products,US,1,2022-04-06T21:32:47Z,Hot Shot's Secret
Kenneth Snow,1.0,"Oil was shipped/received with in 3…

Oil was shipped/received with in 3 days. Very good turn around.",US,2,2022-04-06T01:33:53Z,Hot Shot's Secret
Customer,1.0,"Works great

These products are really good thats all I use for additives.",US,11,2022-04-05T23:51:58Z,Hot Shot's Secret
TM,1.0,"Love your products

Love your products. They can be relied on to do a great job.",US,5,2022-04-05T18:39:01Z,Hot Shot's Secret
Jeffery A Luhman,1.0,Amazing product!,US,1,2022-04-05T14:05:04Z,Hot Shot's Secret
Andrew Bloom,1.0,"Gasoline Extreme and RV Premium Gas Additive

I've used both Gasoline Extreme and RV Premium Gas Additive has seen an improvement in our Daily Driver and RV idle and fuel mileage.",GB,3,2022-04-04T20:26:44Z,Hot Shot's Secret
Jeremy Roop,1.0,Great shipping great product,US,1,2022-04-03T20:58:42Z,Hot Shot's Secret
Shane mccalla,1.0,"Good stuff

Good stuff, love it! Thanks",US,1,2022-04-01T00:35:32Z,Hot Shot's Secret
Clarence Morse,1.0,"Love the hotshot products

Love the hotshot products. I've used multiple fuel treatments , transmission oil ,oil additives, and the gear oil. I'll be continuing to use hot shots products",US,1,2022-03-30T18:37:07Z,Hot Shot's Secret
Bob,1.0,Very timely service and shipping.,US,2,2022-03-30T17:56:40Z,Hot Shot's Secret
Michael Leffler,1.0,"You have the best diesel products on…

You have the best diesel products on the market.I use them all & my truck runs beautifully.",US,2,2022-03-30T17:32:46Z,Hot Shot's Secret
Marc Liebman,1.0,"Excellent products

Excellent products. The G 56 fluid shift smoothly and really quiet and things down with my Southbend clutch",US,2,2022-03-30T02:10:05Z,Hot Shot's Secret
Ryan Thorp,1.0,The only additives you need,US,3,2022-03-29T22:08:21Z,Hot Shot's Secret
Barbara Tighe,1.0,Great product fast shipping,US,1,2022-03-29T17:22:46Z,Hot Shot's Secret
Bruce Chambers,1.0,"Only time will tell if the products…

Only time will tell if the products actually work, but everything arrived quickly and in good condition.",US,1,2022-03-29T14:24:15Z,Hot Shot's Secret
IAN,1.0,"good service

good service , good products",AU,4,2022-03-29T10:32:15Z,Hot Shot's Secret
Scott Lee,1.0,Great price great products,US,1,2022-03-29T02:15:00Z,Hot Shot's Secret
Adam Brock,1.0,"hot shot secret blue diamond g56

so far hot shot secret blue diamond g56 fluid has worked excellent in my 06 3500 g56 6 speed manual dually. about 2k miles so far on it since I rebuilt my transmission and no issues with shifting and it seems to be quieter than it was with atf+4",US,2,2022-03-29T00:06:00Z,Hot Shot's Secret
Dana Lacey,1.0,"Great stuff ,nuff said…….",US,2,2022-03-28T21:24:18Z,Hot Shot's Secret
Craig Amos,1.0,Greg order updates and fast turnaround,US,1,2022-03-26T05:00:28Z,Hot Shot's Secret
Kevin Wilson,1.0,"Hotshots reputation that they have…

Hotshots reputation that they have attained speaks for itself. Keep up the good work. I am spreading the news about how good your product is",US,1,2022-03-25T16:05:27Z,Hot Shot's Secret
Paul DAmico Jr,1.0,Love love love your products,US,2,2022-03-25T01:56:12Z,Hot Shot's Secret
Dieselmech,1.0,"Transmission fluid for ZF6 on my Dmax

Received the product as requested after getting information on the fluid. Shipping was good no leaking liquid despite hole in box. Am very please",US,2,2022-03-23T17:25:28Z,Hot Shot's Secret
Joey Hayes,1.0,"Good product

Good product, fast service",US,1,2022-03-22T02:02:03Z,Hot Shot's Secret
Dale,1.0,"Fast delivery and exactly what I…

Fast delivery and exactly what I ordered
This was my second time to purchase",US,2,2022-03-22T00:35:15Z,Hot Shot's Secret
Dusty Finch,1.0,"I am all about quality

I am all about quality. I seek out companies who provide just that, quality products. I’m great full to have found hot shots secrets. If it wasn’t for the videos showing great test results I wouldn’t have found them. Please keep producing quality.",US,2,2022-03-22T00:17:25Z,Hot Shot's Secret
Kyle L,1.0,"Great Stuff!

Package arrived quickly and is working well!",US,1,2022-03-21T21:44:33Z,Hot Shot's Secret
Michael Reece,1.0,"Love the products

Love the products, works great in my 01 Excursion with a 7.3 and my 1978 day cruiser with a 454. Great products",US,1,2022-03-21T19:21:58Z,Hot Shot's Secret
S Edwards,1.0,"Been using their products for a few…

Been using their products for a few years now and like the results. Ordering from the website is easy, packaging is good and shipping is fast.",US,1,2022-03-21T14:46:03Z,Hot Shot's Secret
Ky Mathas akm2008,1.0,"Hot shots secret makes a difference you…

Hot shots secret makes a difference you can see in fuel mileage after the first try. Basically will pay for itself over time, and at the same time keep the injectors and pump happy. Well worth it!",US,2,2022-03-18T19:01:25Z,Hot Shot's Secret
Russell Joe Atchison,1.0,"The liquid I use in my diesel helps…

The liquid I use in my diesel helps with starting and appears to give a boost when needed.",US,3,2022-03-18T18:11:19Z,Hot Shot's Secret
Bobby Parker,1.0,"Great and proven products

Great products. Works extremely well. Will buy all my needs from them. Car and gun needs!!!!",US,6,2022-03-17T21:20:53Z,Hot Shot's Secret
Chris,1.0,"I love Hot Shots products and use them…

I love Hot Shots products and use them in my Diesel and has vehicles.
I wish the company had a loyalty program for regular online customers.
Stay awesome!🇺🇸👍🏾",US,3,2022-03-17T14:21:21Z,Hot Shot's Secret
Levi,1.0,"Receive what you order every time!

Received exactly what I ordered like I have every other time! Been using HSS for almost 3 years now and will continue to period! Thank You Guys! God Bless",US,8,2022-03-17T03:38:11Z,Hot Shot's Secret
James Sanders,1.0,"Outstanding product and customer…

Outstanding product and customer service. Fast shipping.",US,1,2022-03-16T17:28:02Z,Hot Shot's Secret
Darrell Tuma,0.8,"The products are great with quick…

The products are great with quick shipping! My only issue is I ordered three of the oil testing kits for the motor oil and only received one and that’s $20 apiece and that is a $40 hit. Honestly I’ve been so busy I haven’t called but that’s what happened. Love all their products!",US,1,2022-03-16T15:56:03Z,Hot Shot's Secret
Jeremy Ziegler,1.0,"Always Perfect!

Always Perfect!
Always the best products.
Always happy.",US,1,2022-03-16T01:05:03Z,Hot Shot's Secret
Scott Scroggins,1.0,"Great quality products

Been using this product for about a couple of years and really had great results with mpg",US,3,2022-03-16T00:58:26Z,Hot Shot's Secret
patrick schaefer,1.0,"Love your product

Love your product, keeps my diesel Jetta and ford 6.7 from gelling up while lubricating the fuel system.",US,1,2022-03-15T23:15:26Z,Hot Shot's Secret
Michael,1.0,"Made things right.

FedEx had messed up my order, and HotShot Secrets made things right. I’m impressed with the way they handled it. Looking forward to using the EDT in my diesel. Thank you HotShot Secrets.",US,1,2022-03-26T15:01:34Z,Hot Shot's Secret
Jackie Beckum,1.0,"Love this stuff will not fuel with out…

Love this stuff will not fuel with out it. Drive commercial about 10,000 miles a month.",US,1,2022-03-15T01:11:41Z,Hot Shot's Secret
Michael Aubrey,1.0,"Top notch

I run diesel extreme, EDT, winter blend and now the black diamond oil. Top notch products! And service! 2011 duramax.",US,1,2022-03-14T19:49:21Z,Hot Shot's Secret
Eddie Summers,1.0,"Fast

Fast, professional, spot on service! Best company I have ever had the pleasure of dealing with!!",US,6,2022-03-14T19:24:45Z,Hot Shot's Secret
Alfred Vizzone,1.0,"I love your products

I love your products, they do a great job on my cars",US,3,2022-03-12T16:23:04Z,Hot Shot's Secret
Jason,0.2,"I ordered 4 half gallon jugs and could…

I ordered 4 half gallon jugs and could smell them as the boxes arrived. The seals leak and make a mess. Haven’t used product yet.",US,1,2022-03-12T15:23:31Z,Hot Shot's Secret
Jevon Thomas,1.0,"Bought some oil so far good to early to…

Bought some oil so far good to early to tell",US,3,2022-03-11T20:36:22Z,Hot Shot's Secret
Jim Doyle,1.0,"Great site

Great site. Easy to use and I found exactly what I was looking for! Love Hot Shot's products!",US,1,2022-03-11T17:38:01Z,Hot Shot's Secret
Mike,1.0,"Keep it running

Modern emission systems on diesel trucks are famous for system failures. My solution has been the many fine products from Hot Shots. EDT and Diesel Extreme have been life savers.",US,4,2022-03-11T15:01:12Z,Hot Shot's Secret
gordon crase,1.0,"I've been purchasing hot shot secret…

I've been purchasing hot shot secret products for 900,000 miles for my 2006 Ford 6.0 and have same motor, transmission and rear end because there products are as good as there services. Keep up the good work HOT SHOT SECRET",US,6,2022-03-11T03:09:18Z,Hot Shot's Secret
Teresa Bishop,1.0,"I have been using Hotshot Secret for…

I have been using Hotshot Secret for about 8 years. It makes both of my trucks run much smoother. I have one diesel and one gas and use Hotshot Secret in the tractor as well!",US,2,2022-03-11T01:27:35Z,Hot Shot's Secret
Nathan Berg,0.6,"I like the product but almost every…

I like the product but almost every single bottle I have ordered arrives leaking through the box. The seal under the cap doesn't seal well at all.",US,1,2022-03-10T23:10:27Z,Hot Shot's Secret
